,ID,Date,Time,Open,High,Low,Close
452179,11,2021-04-08,15:00:00,1.0,1.0,1.0,1.0
452178,11,2021-04-08,16:00:00,1.0,1.0,1.0,1.0
452177,11,2021-04-08,17:00:00,1.0,1.0,1.0,1.0
452176,11,2021-04-08,18:00:00,1.0,1.0,1.0,1.0
452175,11,2021-04-08,19:00:00,1.0,1.0,1.0,1.0
452174,11,2021-04-08,20:00:00,1.0,1.0,1.0,1.0
452173,11,2021-04-08,21:00:00,1.0,1.0,1.0,1.0
452172,11,2021-04-08,22:00:00,1.0,1.0,1.0,1.0
452171,11,2021-04-08,23:00:00,1.0,1.0,1.0,1.0
452170,11,2021-04-09,00:00:00,1.0,1.0,1.0,1.0
452169,11,2021-04-09,01:00:00,1.0,1.0,1.0,1.0
452168,11,2021-04-09,02:00:00,1.0,1.0,1.0,1.0
452167,11,2021-04-09,03:00:00,1.0,1.0,1.0,1.0
452166,11,2021-04-09,04:00:00,1.0,1.0,1.0,1.0
452165,11,2021-04-09,05:00:00,1.0,1.0,1.0,1.0
452164,11,2021-04-09,06:00:00,1.0,1.0,1.0,1.0
452163,11,2021-04-09,07:00:00,1.0,1.0,1.0,1.0
452162,11,2021-04-09,08:00:00,1.0,1.0,1.0,1.0
452161,11,2021-04-09,09:00:00,1.0,1.0,1.0,1.0
452160,11,2021-04-09,10:00:00,1.0,1.0,1.0,1.0
452159,11,2021-04-09,11:00:00,1.0,1.0,1.0,1.0
452158,11,2021-04-09,12:00:00,1.0,1.0,1.0,1.0
452157,11,2021-04-09,13:00:00,1.0,1.0,1.0,1.0
452156,11,2021-04-09,14:00:00,1.0,1.0,1.0,1.0
452155,11,2021-04-09,15:00:00,1.0,1.0,1.0,1.0
452154,11,2021-04-09,16:00:00,1.0,1.0,1.0,1.0
452153,11,2021-04-09,17:00:00,1.0,1.0,1.0,1.0
452152,11,2021-04-09,18:00:00,1.0,1.0,1.0,1.0
452151,11,2021-04-09,19:00:00,1.0,1.0,1.0,1.0
452150,11,2021-04-09,20:00:00,1.0,1.0,1.0,1.0
452149,11,2021-04-09,21:00:00,1.0,1.0,1.0,1.0
452148,11,2021-04-09,22:00:00,1.0,1.0,1.0,1.0
452147,11,2021-04-09,23:00:00,1.0,1.0,1.0,1.0
452146,11,2021-04-10,00:00:00,1.0,1.0,1.0,1.0
452145,11,2021-04-10,01:00:00,1.0,1.0,1.0,1.0
452144,11,2021-04-10,02:00:00,1.0,1.0,1.0,1.0
452143,11,2021-04-10,03:00:00,1.0,1.0,1.0,1.0
452142,11,2021-04-10,04:00:00,1.0,1.0,1.0,1.0
452141,11,2021-04-10,05:00:00,1.0,1.0,1.0,1.0
452140,11,2021-04-10,06:00:00,1.0,1.0,1.0,1.0
452139,11,2021-04-10,07:00:00,1.0,1.0,1.0,1.0
452138,11,2021-04-10,08:00:00,1.0,1.0,1.0,1.0
452137,11,2021-04-10,09:00:00,1.0,1.0,1.0,1.0
452136,11,2021-04-10,10:00:00,1.0,1.0,1.0,1.0
452135,11,2021-04-10,11:00:00,1.0,1.0,1.0,1.0
452134,11,2021-04-10,12:00:00,1.0,1.0,1.0,1.0
452133,11,2021-04-10,13:00:00,1.0,1.0,1.0,1.0
452132,11,2021-04-10,14:00:00,1.0,1.0,1.0,1.0
452131,11,2021-04-10,15:00:00,1.0,1.0,1.0,1.0
452130,11,2021-04-10,16:00:00,1.0,1.0,1.0,1.0
452129,11,2021-04-10,17:00:00,1.0,1.0,1.0,1.0
452128,11,2021-04-10,18:00:00,1.0,1.0,1.0,1.0
452127,11,2021-04-10,19:00:00,1.0,1.0,1.0,1.0
452126,11,2021-04-10,20:00:00,1.0,1.0,1.0,1.0
452125,11,2021-04-10,21:00:00,1.0,1.0,1.0,1.0
452124,11,2021-04-10,22:00:00,1.0,1.0,1.0,1.0
452123,11,2021-04-10,23:00:00,1.0,1.0,1.0,1.0
452122,11,2021-04-11,00:00:00,1.0,1.0,1.0,1.0
452121,11,2021-04-11,01:00:00,1.0,1.0,1.0,1.0
452120,11,2021-04-11,02:00:00,1.0,1.0,1.0,1.0
452119,11,2021-04-11,03:00:00,1.0,1.0,1.0,1.0
452118,11,2021-04-11,04:00:00,1.0,1.0,1.0,1.0
452117,11,2021-04-11,05:00:00,1.0,1.0,1.0,1.0
452116,11,2021-04-11,06:00:00,1.0,1.0,1.0,1.0
452115,11,2021-04-11,07:00:00,1.0,1.0,1.0,1.0
452114,11,2021-04-11,08:00:00,1.0,1.0,1.0,1.0
452113,11,2021-04-11,09:00:00,1.0,1.0,1.0,1.0
452112,11,2021-04-11,10:00:00,1.0,1.0,1.0,1.0
452111,11,2021-04-11,11:00:00,1.0,1.0,1.0,1.0
452110,11,2021-04-11,12:00:00,1.0,1.0,1.0,1.0
452109,11,2021-04-11,13:00:00,1.0,1.0,1.0,1.0
452108,11,2021-04-11,14:00:00,1.0,1.0,1.0,1.0
452107,11,2021-04-11,15:00:00,1.0,1.0,1.0,1.0
452106,11,2021-04-11,16:00:00,1.0,1.0,1.0,1.0
452105,11,2021-04-11,17:00:00,1.0,1.0,1.0,1.0
452104,11,2021-04-11,18:00:00,1.0,1.0,1.0,1.0
452103,11,2021-04-11,19:00:00,1.0,1.0,1.0,1.0
452102,11,2021-04-11,20:00:00,1.0,1.0,1.0,1.0
452101,11,2021-04-11,21:00:00,1.0,1.0,1.0,1.0
452100,11,2021-04-11,22:00:00,1.0,1.0,1.0,1.0
452099,11,2021-04-11,23:00:00,1.0,1.0,1.0,1.0
452098,11,2021-04-12,00:00:00,1.0,1.0,1.0,1.0
452097,11,2021-04-12,01:00:00,1.0,1.0,1.0,1.0
452096,11,2021-04-12,02:00:00,1.0,1.0,1.0,1.0
452095,11,2021-04-12,03:00:00,1.0,1.0,1.0,1.0
452094,11,2021-04-12,04:00:00,1.0,1.0,1.0,1.0
452093,11,2021-04-12,05:00:00,1.0,1.0,1.0,1.0
452092,11,2021-04-12,06:00:00,1.0,1.0,1.0,1.0
452091,11,2021-04-12,07:00:00,1.0,1.0,1.0,1.0
452090,11,2021-04-12,08:00:00,1.0,1.0,1.0,1.0
452089,11,2021-04-12,09:00:00,1.0,1.0,1.0,1.0
452088,11,2021-04-12,10:00:00,1.0,1.0,1.0,1.0
452087,11,2021-04-12,11:00:00,1.0,1.0,1.0,1.0
452086,11,2021-04-12,12:00:00,1.0,1.0,1.0,1.0
452085,11,2021-04-12,13:00:00,1.0,1.0,1.0,1.0
452084,11,2021-04-12,14:00:00,1.0,1.0,1.0,1.0
452083,11,2021-04-12,15:00:00,1.0,1.0,1.0,1.0
452082,11,2021-04-12,16:00:00,1.0,1.0,1.0,1.0
452081,11,2021-04-12,17:00:00,1.0,1.0,1.0,1.0
452080,11,2021-04-12,18:00:00,1.0,1.0,1.0,1.0
452079,11,2021-04-12,19:00:00,1.0,1.0,1.0,1.0
452078,11,2021-04-12,20:00:00,1.0,1.0,1.0,1.0
452077,11,2021-04-12,21:00:00,1.0,1.0,1.0,1.0
452076,11,2021-04-12,22:00:00,1.0,1.0,1.0,1.0
452075,11,2021-04-12,23:00:00,1.0,1.0,1.0,1.0
452074,11,2021-04-13,00:00:00,1.0,1.0,1.0,1.0
452073,11,2021-04-13,01:00:00,1.0,1.0,1.0,1.0
452072,11,2021-04-13,02:00:00,1.0,1.0,1.0,1.0
452071,11,2021-04-13,03:00:00,1.0,1.0,1.0,1.0
452070,11,2021-04-13,04:00:00,1.0,1.0,1.0,1.0
452069,11,2021-04-13,05:00:00,1.0,1.0,1.0,1.0
452068,11,2021-04-13,06:00:00,1.0,1.0,1.0,1.0
452067,11,2021-04-13,07:00:00,1.0,1.0,1.0,1.0
452066,11,2021-04-13,08:00:00,1.0,1.0,1.0,1.0
452065,11,2021-04-13,09:00:00,1.0,1.0,1.0,1.0
452064,11,2021-04-13,10:00:00,1.0,1.0,1.0,1.0
452063,11,2021-04-13,11:00:00,1.0,1.0,1.0,1.0
452062,11,2021-04-13,12:00:00,1.0,1.0,1.0,1.0
452061,11,2021-04-13,13:00:00,1.0,1.0,1.0,1.0
452060,11,2021-04-13,14:00:00,1.0,1.0,1.0,1.0
452059,11,2021-04-13,15:00:00,1.0,1.0,1.0,1.0
452058,11,2021-04-13,16:00:00,1.0,1.0,1.0,1.0
452057,11,2021-04-13,17:00:00,1.0,1.0,1.0,1.0
452056,11,2021-04-13,18:00:00,1.0,1.0,1.0,1.0
452055,11,2021-04-13,19:00:00,1.0,1.0,1.0,1.0
452054,11,2021-04-13,20:00:00,1.0,1.0,1.0,1.0
452053,11,2021-04-13,21:00:00,1.0,1.0,1.0,1.0
452052,11,2021-04-13,22:00:00,1.0,1.0,1.0,1.0
452051,11,2021-04-13,23:00:00,1.0,1.0,1.0,1.0
452050,11,2021-04-14,00:00:00,1.0,1.0,1.0,1.0
452049,11,2021-04-14,01:00:00,1.0,1.0,1.0,1.0
452048,11,2021-04-14,02:00:00,1.0,1.0,1.0,1.0
452047,11,2021-04-14,03:00:00,1.0,1.0,1.0,1.0
452046,11,2021-04-14,04:00:00,1.0,1.0,1.0,1.0
452045,11,2021-04-14,05:00:00,1.0,1.0,1.0,1.0
452044,11,2021-04-14,06:00:00,1.0,1.0,1.0,1.0
452043,11,2021-04-14,07:00:00,1.0,1.0,1.0,1.0
