,ID,Date,Time,Open,High,Low,Close
292200,7,2021-04-08,15:00:00,2029.32,2050.49,2029.18,2045.25
292199,7,2021-04-08,16:00:00,2044.17,2049.73,2043.12,2046.25
292198,7,2021-04-08,17:00:00,2059.41,2076.81,2059.41,2071.32
292197,7,2021-04-08,18:00:00,2067.12,2069.15,2059.21,2063.07
292196,7,2021-04-08,19:00:00,2065.16,2073.45,2061.4,2071.32
292195,7,2021-04-08,20:00:00,2068.21,2073.5,2065.1,2066.75
292194,7,2021-04-08,21:00:00,2058.93,2067.66,2052.21,2055.87
292193,7,2021-04-08,22:00:00,2056.06,2056.06,2045.05,2050.47
292192,7,2021-04-08,23:00:00,2052.14,2073.9,2047.13,2069.66
292191,7,2021-04-09,00:00:00,2072.32,2084.68,2071.81,2084.32
292190,7,2021-04-09,01:00:00,2081.39,2095.18,2079.09,2095.18
292189,7,2021-04-09,02:00:00,2092.61,2097.53,2081.37,2083.72
292188,7,2021-04-09,03:00:00,2081.34,2087.87,2078.68,2087.12
292187,7,2021-04-09,04:00:00,2076.34,2080.91,2071.94,2080.02
292186,7,2021-04-09,05:00:00,2073.96,2080.7,2073.74,2074.95
292185,7,2021-04-09,06:00:00,2076.83,2082.03,2076.61,2077.84
292184,7,2021-04-09,07:00:00,2073.3,2083.27,2072.01,2083.1
292183,7,2021-04-09,08:00:00,2074.45,2078.64,2061.69,2077.03
292182,7,2021-04-09,09:00:00,2078.59,2079.13,2063.15,2071.95
292181,7,2021-04-09,10:00:00,2070.16,2075.85,2069.6,2075.54
292180,7,2021-04-09,11:00:00,2079.99,2100.23,2076.19,2088.12
292179,7,2021-04-09,12:00:00,2088.75,2093.18,2079.77,2087.89
292178,7,2021-04-09,13:00:00,2083.48,2088.52,2072.52,2075.03
292177,7,2021-04-09,14:00:00,2080.14,2086.52,2075.68,2082.3
292176,7,2021-04-09,15:00:00,2074.92,2082.2,2054.67,2066.1
292175,7,2021-04-09,16:00:00,2068.02,2069.82,2057.43,2059.13
292174,7,2021-04-09,17:00:00,2062.73,2065.88,2050.17,2065.09
292173,7,2021-04-09,18:00:00,2071.62,2078.4,2067.62,2073.54
292172,7,2021-04-09,19:00:00,2075.82,2078.99,2072.61,2076.63
292171,7,2021-04-09,20:00:00,2078.82,2083.88,2070.82,2078.64
292170,7,2021-04-09,21:00:00,2077.83,2082.14,2075.69,2077.73
292169,7,2021-04-09,22:00:00,2071.65,2080.35,2069.73,2079.58
292168,7,2021-04-09,23:00:00,2075.54,2078.3,2069.84,2070.6
292167,7,2021-04-10,00:00:00,2067.27,2069.69,2057.79,2068.22
292166,7,2021-04-10,01:00:00,2067.66,2074.7,2059.16,2059.96
292165,7,2021-04-10,02:00:00,2067.32,2081.07,2061.84,2081.06
292164,7,2021-04-10,03:00:00,2097.01,2099.34,2089.71,2092.56
292163,7,2021-04-10,04:00:00,2116.78,2145.24,2116.48,2136.73
292162,7,2021-04-10,05:00:00,2141.83,2190.15,2141.83,2162.35
292161,7,2021-04-10,06:00:00,2185.0,2190.71,2154.66,2162.13
292160,7,2021-04-10,07:00:00,2165.47,2177.48,2159.19,2160.22
292159,7,2021-04-10,08:00:00,2162.13,2166.2,2146.53,2152.59
292158,7,2021-04-10,09:00:00,2157.38,2169.94,2157.36,2159.56
292157,7,2021-04-10,10:00:00,2156.23,2162.08,2154.35,2158.19
292156,7,2021-04-10,11:00:00,2159.36,2169.85,2154.78,2156.06
292155,7,2021-04-10,12:00:00,2158.57,2161.35,2153.01,2158.79
292154,7,2021-04-10,13:00:00,2156.17,2162.16,2151.38,2155.4
292153,7,2021-04-10,14:00:00,2140.56,2147.58,2132.63,2143.57
292152,7,2021-04-10,15:00:00,2153.86,2157.42,2148.98,2149.17
292151,7,2021-04-10,16:00:00,2154.81,2162.95,2144.48,2152.34
292150,7,2021-04-10,17:00:00,2152.83,2163.04,2144.54,2150.77
292149,7,2021-04-10,18:00:00,2149.12,2149.22,2136.43,2144.76
292148,7,2021-04-10,19:00:00,2141.69,2141.69,2119.02,2133.7
292147,7,2021-04-10,20:00:00,2139.0,2139.0,2121.37,2132.62
292146,7,2021-04-10,21:00:00,2126.6,2132.64,2112.1,2115.55
292145,7,2021-04-10,22:00:00,2095.48,2116.43,2085.65,2115.13
292144,7,2021-04-10,23:00:00,2116.3,2123.16,2112.91,2118.71
292143,7,2021-04-11,00:00:00,2110.93,2135.4,2108.41,2135.4
292142,7,2021-04-11,01:00:00,2133.33,2142.65,2123.37,2135.82
292141,7,2021-04-11,02:00:00,2133.31,2144.2,2125.77,2137.51
292140,7,2021-04-11,03:00:00,2148.3,2148.51,2139.85,2144.07
292139,7,2021-04-11,04:00:00,2149.35,2153.43,2142.55,2144.61
292138,7,2021-04-11,05:00:00,2141.26,2143.0,2128.87,2129.89
292137,7,2021-04-11,06:00:00,2127.56,2132.55,2113.65,2125.32
292136,7,2021-04-11,07:00:00,2119.79,2123.32,2111.83,2122.79
292135,7,2021-04-11,08:00:00,2127.47,2129.5,2118.43,2126.08
292134,7,2021-04-11,09:00:00,2129.98,2143.07,2129.98,2140.71
292133,7,2021-04-11,10:00:00,2142.18,2146.41,2125.41,2133.73
292132,7,2021-04-11,11:00:00,2138.01,2158.65,2138.01,2144.97
292131,7,2021-04-11,12:00:00,2140.05,2150.23,2135.79,2147.19
292130,7,2021-04-11,13:00:00,2146.32,2150.83,2135.54,2142.65
292129,7,2021-04-11,14:00:00,2144.02,2145.48,2123.72,2131.06
292128,7,2021-04-11,15:00:00,2126.75,2141.74,2123.62,2137.69
292127,7,2021-04-11,16:00:00,2140.47,2150.25,2140.47,2148.21
292126,7,2021-04-11,17:00:00,2148.24,2154.86,2141.22,2141.22
292125,7,2021-04-11,18:00:00,2137.06,2148.96,2130.89,2145.92
292124,7,2021-04-11,19:00:00,2148.19,2150.35,2144.09,2146.6
292123,7,2021-04-11,20:00:00,2150.72,2164.13,2138.88,2154.82
292122,7,2021-04-11,21:00:00,2142.45,2148.39,2139.08,2143.46
292121,7,2021-04-11,22:00:00,2145.32,2145.32,2129.52,2135.05
292120,7,2021-04-11,23:00:00,2134.68,2145.05,2125.02,2137.1
292119,7,2021-04-12,00:00:00,2145.2,2146.39,2139.05,2144.51
292118,7,2021-04-12,01:00:00,2151.41,2161.76,2135.91,2139.55
292117,7,2021-04-12,02:00:00,2137.87,2153.45,2137.76,2149.27
292116,7,2021-04-12,03:00:00,2146.51,2146.53,2135.11,2138.04
292115,7,2021-04-12,04:00:00,2134.82,2146.66,2134.03,2146.37
292114,7,2021-04-12,05:00:00,2147.94,2162.25,2147.93,2154.0
292113,7,2021-04-12,06:00:00,2151.73,2155.31,2146.93,2148.79
292112,7,2021-04-12,07:00:00,2148.5,2159.88,2142.83,2159.66
292111,7,2021-04-12,08:00:00,2184.14,2199.87,2177.99,2192.75
292110,7,2021-04-12,09:00:00,2180.65,2190.03,2178.84,2182.95
292109,7,2021-04-12,10:00:00,2182.21,2184.4,2154.22,2157.78
292108,7,2021-04-12,11:00:00,2144.46,2157.98,2120.19,2123.9
292107,7,2021-04-12,12:00:00,2137.84,2151.12,2134.49,2151.02
292106,7,2021-04-12,13:00:00,2149.97,2155.75,2142.95,2155.64
292105,7,2021-04-12,14:00:00,2155.41,2161.17,2149.57,2157.77
292104,7,2021-04-12,15:00:00,2150.88,2152.37,2139.05,2142.84
292103,7,2021-04-12,16:00:00,2130.54,2136.91,2118.42,2133.88
292102,7,2021-04-12,17:00:00,2122.49,2135.75,2103.67,2129.08
292101,7,2021-04-12,18:00:00,2128.05,2131.08,2119.11,2124.35
292100,7,2021-04-12,19:00:00,2120.87,2137.25,2115.68,2137.23
292099,7,2021-04-12,20:00:00,2139.77,2145.48,2135.32,2140.58
292098,7,2021-04-12,21:00:00,2142.23,2150.78,2137.2,2147.36
292097,7,2021-04-12,22:00:00,2146.1,2148.87,2138.31,2145.27
292096,7,2021-04-12,23:00:00,2145.52,2147.12,2139.03,2144.42
292095,7,2021-04-13,00:00:00,2149.04,2149.77,2140.26,2141.43
292094,7,2021-04-13,01:00:00,2137.28,2158.96,2135.73,2158.88
292093,7,2021-04-13,02:00:00,2157.95,2161.34,2148.79,2160.06
292092,7,2021-04-13,03:00:00,2164.0,2168.84,2160.32,2167.58
292091,7,2021-04-13,04:00:00,2165.41,2172.7,2161.06,2165.64
292090,7,2021-04-13,05:00:00,2160.44,2168.89,2158.83,2159.08
292089,7,2021-04-13,06:00:00,2161.85,2166.87,2158.61,2163.25
292088,7,2021-04-13,07:00:00,2162.17,2189.37,2162.15,2169.1
292087,7,2021-04-13,08:00:00,2158.42,2168.6,2150.05,2162.53
292086,7,2021-04-13,09:00:00,2162.54,2213.47,2162.54,2208.15
292085,7,2021-04-13,10:00:00,2218.72,2221.15,2194.05,2204.21
292084,7,2021-04-13,11:00:00,2214.07,2218.73,2206.22,2209.49
292083,7,2021-04-13,12:00:00,2212.55,2228.59,2209.42,2224.51
292082,7,2021-04-13,13:00:00,2228.47,2231.55,2217.59,2221.44
292081,7,2021-04-13,14:00:00,2226.01,2230.18,2218.75,2221.41
292080,7,2021-04-13,15:00:00,2227.62,2247.63,2223.84,2247.5
292079,7,2021-04-13,16:00:00,2262.72,2268.43,2244.75,2267.78
292078,7,2021-04-13,17:00:00,2275.55,2293.67,2273.17,2278.52
292077,7,2021-04-13,18:00:00,2270.94,2298.44,2268.51,2290.53
292076,7,2021-04-13,19:00:00,2310.41,2315.94,2293.59,2294.69
292075,7,2021-04-13,20:00:00,2264.62,2286.42,2264.62,2282.11
292074,7,2021-04-13,21:00:00,2297.54,2307.04,2283.96,2293.58
292073,7,2021-04-13,22:00:00,2301.99,2302.09,2278.28,2286.68
292072,7,2021-04-13,23:00:00,2282.62,2289.24,2268.77,2280.91
292071,7,2021-04-14,00:00:00,2284.78,2302.65,2283.66,2295.43
292070,7,2021-04-14,01:00:00,2299.05,2310.12,2291.28,2298.38
292069,7,2021-04-14,02:00:00,2298.76,2300.47,2284.58,2290.49
292068,7,2021-04-14,03:00:00,2293.37,2294.32,2282.75,2291.8
292067,7,2021-04-14,04:00:00,2295.47,2349.41,2291.54,2341.69
292066,7,2021-04-14,05:00:00,2346.76,2375.84,2341.73,2373.03
292065,7,2021-04-14,06:00:00,2369.94,2388.43,2366.34,2378.9
292064,7,2021-04-14,07:00:00,2361.31,2398.17,2355.03,2379.64
292063,7,2021-04-14,08:00:00,2389.29,2392.98,2374.93,2383.27
292062,7,2021-04-14,09:00:00,2374.06,2387.06,2371.45,2375.16
292061,7,2021-04-14,10:00:00,2348.37,2362.53,2314.31,2336.63
292060,7,2021-04-14,11:00:00,2344.87,2361.03,2335.8,2360.85
292059,7,2021-04-14,12:00:00,2360.97,2392.74,2359.93,2392.09
292058,7,2021-04-14,13:00:00,2390.43,2393.99,2366.0,2382.29
292057,7,2021-04-14,14:00:00,2360.55,2389.1,2355.27,2372.6
292056,7,2021-04-14,15:00:00,2356.96,2356.98,2302.39,2338.46
292055,7,2021-04-14,16:00:00,2329.53,2364.11,2320.81,2343.23
292054,7,2021-04-14,17:00:00,2350.41,2385.71,2340.89,2375.81
292053,7,2021-04-14,18:00:00,2375.41,2385.65,2330.2,2330.24
292052,7,2021-04-14,19:00:00,2331.82,2355.27,2305.84,2342.68
292051,7,2021-04-14,20:00:00,2338.9,2352.45,2311.43,2322.01
292050,7,2021-04-14,21:00:00,2335.61,2352.95,2324.35,2349.61
292049,7,2021-04-14,22:00:00,2371.9,2422.47,2370.69,2415.08
292048,7,2021-04-14,23:00:00,2427.4,2438.98,2414.66,2427.81
292047,7,2021-04-15,00:00:00,2427.32,2446.88,2426.35,2428.64
292046,7,2021-04-15,01:00:00,2432.69,2449.89,2423.47,2423.56
292045,7,2021-04-15,02:00:00,2416.58,2429.16,2401.64,2426.98
292044,7,2021-04-15,03:00:00,2420.63,2435.99,2407.0,2425.18
292043,7,2021-04-15,04:00:00,2425.47,2470.94,2417.04,2468.11
292042,7,2021-04-15,05:00:00,2475.55,2478.32,2456.49,2465.13
292041,7,2021-04-15,06:00:00,2451.64,2464.33,2447.68,2462.26
292040,7,2021-04-15,07:00:00,2469.54,2479.4,2464.38,2470.36
292039,7,2021-04-15,08:00:00,2464.28,2478.56,2459.36,2469.87
292038,7,2021-04-15,09:00:00,2469.67,2486.87,2440.18,2452.22
292037,7,2021-04-15,10:00:00,2437.04,2457.71,2433.88,2449.71
